Artifact Type,Program Name,File Name,Path,Date/Time,Description,URL,User,Size
TSK_WEB_HISTORY,,,https://www.office.com/word,2024-03-15 17:30:00,Microsoft Office Online,,john_doe,
TSK_WEB_HISTORY,,,https://www.office.com/word,2024-03-15 17:33:00,Microsoft Office Online,,john_doe,
TSK_WEB_HISTORY,,,https://www.office.com/word,2024-03-15 17:36:00,Microsoft Office Online,,john_doe,
TSK_WEB_HISTORY,,,https://www.office.com/word,2024-03-15 17:39:00,Microsoft Office Online,,john_doe,
TSK_WEB_HISTORY,,,https://www.office.com/word,2024-03-15 17:42:00,Microsoft Office Online,,john_doe,
TSK_WEB_HISTORY,,,https://www.office.com/word,2024-03-15 17:45:00,Microsoft Office Online,,john_doe,
TSK_WEB_HISTORY,,,https://www.office.com/word,2024-03-15 17:48:00,Microsoft Office Online,,john_doe,
TSK_WEB_HISTORY,,,https://www.office.com/word,2024-03-15 17:51:00,Microsoft Office Online,,john_doe,
TSK_WEB_HISTORY,,,https://www.office.com/word,2024-03-15 17:54:00,Microsoft Office Online,,john_doe,
TSK_WEB_HISTORY,,,https://www.office.com/word,2024-03-15 17:57:00,Microsoft Office Online,,john_doe,
